Company,TypeName,Ram,OpSys,Weight,Price_euros,Screen,IPS Screen,Screen PPI,Cpu_brand,HDD,SSD,Gpu brand,os
Acer,Notebook,4,Linux,2.4,441.8,NormalScreen,No,100.4546699,Intel Core i5,500,0,Intel,Others/No OS/Linux
Dell,Workstation,8,Windows 10,2.23,1993,NormalScreen,No,141.2119981,Other Intel Processor,1000,0,Nvidia,Windows
MSI,Gaming,8,Windows 10,2.2,1027.74,NormalScreen,No,141.2119981,Intel Core i5,0,256,Nvidia,Windows
Microsoft,Ultrabook,16,Windows 10 S,1.25,2589,TouchScreen,No,200.8425599,Intel Core i7,0,512,Intel,Windows
HP,Notebook,8,Windows 10,1.91,589,NormalScreen,No,100.4546699,Intel Core i5,0,128,Intel,Windows
Dell,Workstation,16,Windows 10,2.17,1975,NormalScreen,Yes,141.2119981,Intel Core i7,0,256,Nvidia,Windows
HP,Workstation,8,Windows 10,2.31,1534,NormalScreen,Yes,141.2119981,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,8,Windows 10,1.65,1345,NormalScreen,No,157.3505121,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,8,Windows 10,2.36,979,NormalScreen,No,141.2119981,Intel Core i7,1000,128,AMD,Windows
Dell,2 in 1 Convertible,4,Windows 10,1.47,479,TouchScreen,No,135.0942112,Other Intel Processor,500,0,Intel,Windows
Dell,Notebook,8,Windows 10,4.42,2046,NormalScreen,Yes,127.3356746,Intel Core i7,1000,0,Nvidia,Windows
Microsoft,Ultrabook,4,Windows 10 S,1.252,989,TouchScreen,No,200.8425599,Other Intel Processor,0,128,Intel,Windows
Microsoft,Ultrabook,8,Windows 10 S,1.25,1799,TouchScreen,No,200.8425599,Intel Core i7,0,256,Intel,Windows
HP,Notebook,8,Windows 10,2.5,639.9,NormalScreen,No,106.1130621,Intel Core i3,0,256,Intel,Windows
Acer,Notebook,4,Windows 10,2.23,544,NormalScreen,No,141.2119981,Intel Core i3,1000,0,Nvidia,Windows
Acer,Netbook,4,Windows 10,1.4,435,NormalScreen,No,135.0942112,Other Intel Processor,0,128,Intel,Windows
Asus,Notebook,8,Windows 10,2.37,749,NormalScreen,No,141.2119981,Intel Core i5,1000,0,Intel,Windows
Lenovo,Notebook,8,No OS,1.5,799,NormalScreen,Yes,157.3505121,Intel Core i7,0,512,AMD,Others/No OS/Linux
Lenovo,Notebook,8,Windows 10,2.67,2090,NormalScreen,No,141.2119981,Intel Core i7,0,256,Nvidia,Windows
Asus,Notebook,4,Windows 10,2,304,NormalScreen,No,100.4546699,Other Intel Processor,500,0,Intel,Windows
Acer,Notebook,4,Windows 10,2.2,469,NormalScreen,No,100.4546699,Intel Core i3,500,0,Nvidia,Windows
Dell,Notebook,8,Windows 10,2.02,759,NormalScreen,No,141.2119981,Intel Core i5,2000,0,AMD,Windows
HP,Gaming,12,Windows 10,3.78,1699,NormalScreen,Yes,127.3356746,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Ultrabook,12,Windows 10,1.4,1858,NormalScreen,Yes,209.8006829,Intel Core i7,0,256,Intel,Windows
HP,2 in 1 Convertible,8,Windows 10,1.29,1999,TouchScreen,Yes,331.2642361,Intel Core i7,0,512,Intel,Windows
HP,Notebook,8,Windows 10,1.9,1154,NormalScreen,No,141.2119981,Intel Core i5,500,0,AMD,Windows
Google,Ultrabook,8,Chrome OS,1.1,1275,TouchScreen,No,234.5074,Intel Core i5,0,128,Intel,Others/No OS/Linux
Dell,Ultrabook,8,Windows 10,1.42,1841.85,TouchScreen,No,165.6321181,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,12,Windows 10,2.06,1299,NormalScreen,Yes,282.4239962,Intel Core i7,1000,128,Intel,Windows
Dell,Notebook,8,Windows 10,1.79,740,NormalScreen,No,111.9352036,Intel Core i3,0,128,Intel,Windows
Dell,Workstation,8,Windows 10,1.78,2408,NormalScreen,No,141.2119981,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,8,Windows 10,1.7,1364,NormalScreen,No,157.3505121,Intel Core i5,0,180,Intel,Windows
Dell,Notebook,8,Windows 10,2.2,675,NormalScreen,No,141.2119981,Intel Core i5,1000,0,AMD,Windows
Toshiba,Notebook,8,Windows 10,1.05,1672,NormalScreen,Yes,165.6321181,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,8,Windows 10,2.16,1262,NormalScreen,Yes,141.2119981,Intel Core i7,0,512,Nvidia,Windows
Dell,Notebook,4,Windows 10,2.18,586.6,NormalScreen,No,100.4546699,Intel Core i3,1000,0,Intel,Windows
HP,Notebook,4,Windows 10,1.49,726,NormalScreen,Yes,165.6321181,Intel Core i5,0,128,Intel,Windows
Chuwi,Notebook,4,Windows 10,1.89,248.9,NormalScreen,No,141.2119981,Other Intel Processor,0,0,Intel,Windows
Lenovo,Notebook,4,Windows 10,2.3,565,NormalScreen,No,100.4546699,Intel Core i3,0,128,Intel,Windows
Lenovo,Notebook,8,Windows 10,1.75,1049,NormalScreen,Yes,157.3505121,Intel Core i5,0,256,Intel,Windows
Dell,Workstation,16,Windows 10,2.17,2338,NormalScreen,Yes,141.2119981,Intel Core i7,0,512,Nvidia,Windows
Dell,Notebook,16,Windows 10,2.06,1899,NormalScreen,No,141.2119981,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Ultrabook,16,Windows 10,1.36,1798,NormalScreen,Yes,176.2325736,Intel Core i7,0,512,Intel,Windows
Asus,Ultrabook,16,Windows 10,0.91,1950,NormalScreen,No,176.2325736,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,8,Windows 10,2.3,1011.99,NormalScreen,Yes,141.2119981,Intel Core i5,0,256,Nvidia,Windows
Toshiba,Ultrabook,32,Windows 10,1.05,2799,TouchScreen,No,165.6321181,Intel Core i7,0,512,Intel,Windows
Asus,Gaming,8,Windows 10,1.99,1350,NormalScreen,No,141.2119981,Intel Core i7,1000,128,Nvidia,Windows
Acer,Notebook,8,Windows 10,2.2,579,NormalScreen,No,100.4546699,AMD Processor,1000,0,AMD,Windows
Asus,Gaming,24,Windows 10,4.33,1269,TouchScreen,Yes,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Ultrabook,8,Windows 10,1.3,1099,NormalScreen,Yes,125.367428,Intel Core i5,0,180,Intel,Windows
Lenovo,Notebook,8,Windows 10,2.17,898.9,NormalScreen,No,141.2119981,Intel Core i7,0,256,Intel,Windows
HP,Notebook,8,Windows 10,1.48,1749,NormalScreen,No,157.3505121,Intel Core i7,0,1000,Intel,Windows
Lenovo,Notebook,8,Windows 10,1.4,949,NormalScreen,Yes,165.6321181,Intel Core i3,0,256,Intel,Windows
Lenovo,Notebook,8,Windows 10,2.3,911,NormalScreen,Yes,141.2119981,Intel Core i5,0,256,Intel,Windows
Asus,Netbook,4,Windows 10 S,1.2,340,NormalScreen,No,135.0942112,Other Intel Processor,0,0,Intel,Windows
HP,Notebook,8,Windows 10,1.91,618.99,NormalScreen,No,100.4546699,Intel Core i5,0,256,AMD,Windows
Lenovo,2 in 1 Convertible,8,Windows 10,1.4,1599,TouchScreen,Yes,158.4825302,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,Windows 10,2.1,299,NormalScreen,No,111.9352036,Other Intel Processor,500,0,Intel,Windows
Lenovo,Netbook,4,Chrome OS,1.25,265,NormalScreen,No,135.0942112,Other Intel Processor,0,16,Intel,Others/No OS/Linux
Lenovo,Notebook,8,Windows 10,1.44,949,NormalScreen,No,165.6321181,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,8,Windows 10,2,1224,NormalScreen,No,141.2119981,Intel Core i7,1000,256,Intel,Windows
Acer,Notebook,4,Windows 10,2.2,613,NormalScreen,Yes,141.2119981,Intel Core i5,1000,0,Nvidia,Windows
HP,Ultrabook,8,Windows 10,1.34,1323,NormalScreen,Yes,165.6321181,Intel Core i7,0,512,Intel,Windows
Lenovo,Gaming,8,No OS,2.4,1149,NormalScreen,Yes,141.2119981,Intel Core i7,1000,256,Nvidia,Others/No OS/Linux
Dell,Ultrabook,8,Windows 10,1.29,899,TouchScreen,Yes,165.6321181,Intel Core i5,0,128,Intel,Windows
Acer,Notebook,4,Windows 10,2.2,639,NormalScreen,No,141.2119981,Intel Core i7,500,0,Nvidia,Windows
Dell,Notebook,8,Windows 10,2.18,836,NormalScreen,No,141.2119981,Intel Core i5,1000,0,Intel,Windows
Dell,Notebook,16,Windows 10,2.2,1219.24,NormalScreen,No,141.2119981,Intel Core i7,2000,256,AMD,Windows
Xiaomi,Notebook,16,No OS,1.95,1399.95,NormalScreen,Yes,141.2119981,Intel Core i7,0,256,Nvidia,Others/No OS/Linux
Asus,Netbook,2,Windows 10,1.1,245,NormalScreen,No,135.0942112,Other Intel Processor,0,0,Intel,Windows
HP,Notebook,4,Windows 10,2.04,521.47,TouchScreen,No,100.4546699,Intel Core i5,1000,0,Intel,Windows
Asus,Gaming,24,Windows 10,2.24,2968,NormalScreen,No,141.2119981,Intel Core i7,0,512,Nvidia,Windows
HP,Notebook,8,Windows 10,2.04,889,NormalScreen,No,141.2119981,Intel Core i5,0,256,Nvidia,Windows
Asus,Gaming,16,Windows 10,3,1504,NormalScreen,No,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Gaming,8,Windows 10,3.2,1399,NormalScreen,Yes,141.2119981,Intel Core i7,1000,256,Nvidia,Windows
HP,Ultrabook,8,Windows 10,1.32,1399,NormalScreen,Yes,165.6321181,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,8,Windows 10,1.64,1279.73,NormalScreen,No,157.3505121,Intel Core i5,0,256,Intel,Windows
HP,Notebook,4,Windows 10,1.63,689,NormalScreen,No,100.4546699,Intel Core i3,0,128,Intel,Windows
Dell,Notebook,8,Linux,2.8,889,NormalScreen,Yes,127.3356746,Intel Core i5,1000,128,AMD,Others/No OS/Linux
Lenovo,Notebook,8,Windows 7,2.02,1340,NormalScreen,No,157.3505121,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,Windows 10,2.2,799,NormalScreen,No,141.2119981,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Notebook,8,No OS,2.2,459,NormalScreen,No,100.4546699,Intel Core i3,2000,0,Nvidia,Others/No OS/Linux
Dell,Notebook,4,Windows 10,2.3,585,NormalScreen,No,141.2119981,Intel Core i5,500,0,AMD,Windows
Dell,Notebook,8,Windows 10,1.9,1377,NormalScreen,No,141.2119981,Intel Core i5,0,256,Intel,Windows
Dell,Gaming,16,Windows 10,4.42,3012.77,NormalScreen,Yes,127.3356746,Intel Core i7,1000,128,Nvidia,Windows
Toshiba,Notebook,8,Windows 10,2,860,NormalScreen,Yes,141.2119981,Intel Core i5,500,0,Intel,Windows
Asus,Notebook,8,Windows 10,2,1299,NormalScreen,Yes,282.4239962,Intel Core i7,1000,256,Nvidia,Windows
Mediacom,Notebook,4,Windows 10,1.2,369,NormalScreen,Yes,165.6321181,Other Intel Processor,0,32,Intel,Windows
Asus,Gaming,8,Windows 10,2.3,1649,NormalScreen,Yes,141.2119981,Intel Core i5,1000,128,Nvidia,Windows
Dell,Notebook,8,Windows 10,1.93,1369,NormalScreen,No,141.2119981,Intel Core i7,0,256,Nvidia,Windows
Dell,Notebook,8,Windows 10,2.2,797.41,NormalScreen,No,141.2119981,Intel Core i5,0,256,AMD,Windows
HP,Notebook,4,Windows 10,1.86,398.99,NormalScreen,No,141.2119981,Other Intel Processor,0,256,Intel,Windows
HP,Gaming,12,Windows 10,2.62,1799,NormalScreen,No,127.3356746,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Notebook,8,Windows 10,1.87,859,NormalScreen,Yes,157.3505121,Intel Core i7,0,256,Nvidia,Windows
Dell,Ultrabook,8,Windows 10,1.2,1399,TouchScreen,No,276.0535301,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,4,Windows 10,1.6,735.87,NormalScreen,No,157.3505121,Intel Core i3,0,128,Intel,Windows
HP,Ultrabook,8,Windows 10,1.34,1145,NormalScreen,Yes,276.0535301,Intel Core i7,0,256,Intel,Windows
Acer,Gaming,8,Linux,2.4,798,NormalScreen,No,141.2119981,Intel Core i5,1000,0,Nvidia,Others/No OS/Linux
Asus,Notebook,4,Windows 10,2,349,NormalScreen,No,100.4546699,AMD Processor,500,0,AMD,Windows
HP,Notebook,4,Windows 10,2.1,705.5,NormalScreen,No,141.2119981,Intel Core i3,0,128,Intel,Windows
Lenovo,Notebook,4,Windows 10,1.87,785,NormalScreen,No,157.3505121,Intel Core i5,500,0,Intel,Windows
Lenovo,Notebook,4,No OS,2.15,462.35,NormalScreen,No,141.2119981,Intel Core i5,1000,0,Intel,Others/No OS/Linux
HP,Notebook,4,Windows 10,1.86,397,NormalScreen,No,141.2119981,Intel Core i3,500,0,Intel,Windows
Lenovo,Notebook,8,Windows 10,1.99,1729,NormalScreen,Yes,141.2119981,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,4,Windows 10,2.2,499,NormalScreen,No,141.2119981,Intel Core i3,0,128,Intel,Windows
Dell,Notebook,8,Windows 10,1.9,1116.99,NormalScreen,No,141.2119981,Intel Core i5,0,256,Intel,Windows
Dell,Gaming,16,Windows 10,4.42,2699,NormalScreen,Yes,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
HP,Notebook,8,Windows 10,2.65,544.15,NormalScreen,No,106.1130621,Intel Core i3,1000,0,Intel,Windows
HP,Notebook,8,Windows 10,2.63,1280,NormalScreen,No,127.3356746,Intel Core i7,1000,0,Nvidia,Windows
Asus,Notebook,4,Linux,2,224,NormalScreen,No,100.4546699,Other Intel Processor,500,0,Intel,Others/No OS/Linux
Mediacom,Notebook,4,Windows 10,1.35,255,NormalScreen,Yes,165.6321181,Other Intel Processor,0,0,Intel,Windows
Lenovo,Notebook,6,Windows 10,2.8,949,NormalScreen,No,106.1130621,Intel Core i7,1000,128,Nvidia,Windows
HP,Notebook,6,Windows 10,1.91,568.9,NormalScreen,Yes,141.2119981,AMD Processor,0,128,AMD,Windows
Dell,Notebook,4,Windows 10,2.18,617.9,NormalScreen,No,100.4546699,Intel Core i3,1000,0,AMD,Windows
Acer,2 in 1 Convertible,4,Windows 10,1.25,349,TouchScreen,Yes,189.9057905,Other Intel Processor,0,0,Intel,Windows
Lenovo,Notebook,4,Windows 10,2.05,630,NormalScreen,No,141.2119981,Intel Core i3,0,128,Intel,Windows
HP,Ultrabook,16,Windows 10,1.16,1965,TouchScreen,Yes,276.0535301,Other Intel Processor,0,512,Intel,Windows
Lenovo,Notebook,8,Windows 10,3.4,2999,NormalScreen,Yes,127.3356746,Intel Core i7,0,256,Nvidia,Windows
Asus,Notebook,8,Windows 10,2.5,839,NormalScreen,No,141.2119981,Intel Core i5,1000,128,Nvidia,Windows
Dell,Ultrabook,8,Windows 10,1.21,1599,TouchScreen,Yes,331.2642361,Intel Core i5,0,128,Intel,Windows
Dell,Notebook,4,Windows 10,1.93,959,NormalScreen,No,100.4546699,Intel Core i5,500,0,Intel,Windows
Fujitsu,Notebook,8,Windows 10,2.2,739,NormalScreen,No,100.4546699,Intel Core i5,1000,0,Intel,Windows
Lenovo,Notebook,4,Windows 10,2.2,344,NormalScreen,No,141.2119981,Other Intel Processor,500,0,Intel,Windows
Lenovo,Notebook,4,Windows 10,2.02,990,NormalScreen,No,111.9352036,Intel Core i5,500,0,Intel,Windows
HP,Workstation,8,Windows 10,3.14,1860.99,NormalScreen,No,106.1130621,Intel Core i5,500,0,Nvidia,Windows
HP,Notebook,8,Windows 10,1.94,389,NormalScreen,No,111.9352036,Other Intel Processor,2000,0,Intel,Windows
HP,Notebook,6,Windows 10,1.95,649,NormalScreen,Yes,141.2119981,AMD Processor,0,256,AMD,Windows
Lenovo,Notebook,8,Windows 10,2.3,830,NormalScreen,No,141.2119981,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,Windows 10,2.05,685,NormalScreen,No,141.2119981,Intel Core i5,500,0,Intel,Windows
Mediacom,Notebook,4,Windows 10,1.4,249,NormalScreen,No,157.3505121,Other Intel Processor,0,32,Intel,Windows
Toshiba,Ultrabook,16,Windows 10,1.24,1865,TouchScreen,No,157.3505121,Intel Core i7,0,512,Intel,Windows
Lenovo,Gaming,32,Windows 10,4.6,2663,NormalScreen,Yes,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
MSI,Gaming,16,Windows 10,4.14,2729,NormalScreen,No,127.3356746,Intel Core i7,1000,512,Nvidia,Windows
Dell,Notebook,8,Linux,2.2,749.01,NormalScreen,No,141.2119981,Intel Core i7,0,256,AMD,Others/No OS/Linux
Mediacom,Notebook,4,Windows 10,1.45,389,NormalScreen,Yes,157.3505121,Other Intel Processor,0,32,Intel,Windows
Dell,Notebook,8,Windows 10,1.9,1008.52,NormalScreen,No,100.4546699,Intel Core i5,500,0,Intel,Windows
HP,Notebook,4,Windows 10,1.49,719,NormalScreen,No,165.6321181,Intel Core i3,0,128,Intel,Windows
Dell,Notebook,16,Windows 10,1.93,1537.39,NormalScreen,No,141.2119981,Intel Core i7,0,256,Nvidia,Windows
Dell,Netbook,4,Chrome OS,1.26,295,NormalScreen,No,135.0942112,Other Intel Processor,0,0,Intel,Others/No OS/Linux
MSI,Gaming,16,Windows 10,4.5,2349,NormalScreen,No,127.3356746,Intel Core i7,1000,128,Nvidia,Windows
HP,Gaming,16,Windows 10,3.78,1498,NormalScreen,Yes,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Ultrabook,12,Windows 10,1.4,1673,NormalScreen,Yes,157.3505121,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,12,Windows 10,2.2,609,TouchScreen,No,100.4546699,Intel Core i7,1000,0,Intel,Windows
Asus,Gaming,8,Windows 10,2.73,1770,NormalScreen,Yes,127.3356746,Intel Core i5,1000,128,Nvidia,Windows
Asus,2 in 1 Convertible,8,Windows 10,2.2,739,TouchScreen,No,100.4546699,Intel Core i5,1000,0,Intel,Windows
Lenovo,Notebook,12,Windows 10,2.2,949,NormalScreen,No,141.2119981,AMD Processor,0,512,AMD,Windows
Dell,2 in 1 Convertible,4,Windows 10,1.39,603,TouchScreen,No,135.0942112,Other Intel Processor,0,128,Intel,Windows
Samsung,Notebook,16,Windows 10,2.5,1699,NormalScreen,No,141.2119981,Intel Core i7,1000,128,Nvidia,Windows
Lenovo,Notebook,4,No OS,2.8,529,NormalScreen,No,127.3356746,Intel Core i3,500,0,Intel,Others/No OS/Linux
Lenovo,Notebook,8,Windows 10,2.29,459,NormalScreen,No,100.4546699,Intel Core i3,1000,0,Intel,Windows
Lenovo,2 in 1 Convertible,8,Windows 10,1.37,2025,TouchScreen,Yes,165.6321181,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,8,Windows 10,1.7,1474,NormalScreen,Yes,157.3505121,Intel Core i5,0,256,Intel,Windows
Dell,2 in 1 Convertible,8,Windows 10,1.34,1670,TouchScreen,No,176.2325736,Intel Core i5,0,256,Intel,Windows
Dell,Workstation,8,Windows 10,2.06,1763,TouchScreen,No,141.2119981,Intel Core i7,0,256,Nvidia,Windows
HP,Notebook,8,Windows 10,1.84,1219,NormalScreen,No,141.2119981,Intel Core i7,0,256,Intel,Windows
HP,Notebook,4,Windows 10,2.1,668.48,NormalScreen,No,100.4546699,Intel Core i3,500,0,Intel,Windows
Acer,Notebook,4,Windows 10,1.6,329,NormalScreen,No,157.3505121,Other Intel Processor,0,0,Intel,Windows
MSI,Gaming,16,Windows 10,4.14,2199,NormalScreen,No,127.3356746,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,4,Linux,2.18,465,NormalScreen,No,100.4546699,Intel Core i3,1000,0,AMD,Others/No OS/Linux
MSI,Gaming,16,Windows 10,1.8,2299,NormalScreen,No,282.4239962,Intel Core i7,2000,256,Nvidia,Windows
Toshiba,Notebook,8,Windows 10,2.2,1399,NormalScreen,Yes,141.2119981,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,6,Windows 10,2.4,564,NormalScreen,No,141.2119981,Intel Core i5,1000,0,Intel,Windows
Lenovo,2 in 1 Convertible,8,Windows 10,2,1299,TouchScreen,Yes,141.2119981,Intel Core i7,0,256,Intel,Windows
Acer,Notebook,4,Windows 10,1.6,349,NormalScreen,No,111.9352036,Other Intel Processor,0,0,Intel,Windows
Lenovo,Notebook,32,Windows 10,2.5,4899,NormalScreen,Yes,282.4239962,Other Intel Processor,0,1000,Nvidia,Windows
Dell,Gaming,16,Windows 10,2.59,879.01,NormalScreen,No,141.2119981,Intel Core i7,1000,0,Nvidia,Windows
Dell,Notebook,4,Linux,2.18,443.9,NormalScreen,No,100.4546699,Intel Core i3,1000,0,Intel,Others/No OS/Linux
Dell,Notebook,4,Linux,2.25,359,NormalScreen,No,100.4546699,Intel Core i3,1000,0,Intel,Others/No OS/Linux
Dell,Notebook,4,Linux,1.93,869,NormalScreen,No,100.4546699,Intel Core i5,500,0,Intel,Others/No OS/Linux
Asus,Gaming,8,Windows 10,3,1168,NormalScreen,No,127.3356746,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,4,Linux,2.18,569,NormalScreen,No,141.2119981,Intel Core i5,0,128,AMD,Others/No OS/Linux
HP,Ultrabook,8,Windows 10,1.84,1389,NormalScreen,No,141.2119981,Intel Core i7,0,512,Intel,Windows
MSI,Gaming,16,Windows 10,2.94,2267.86,NormalScreen,No,141.2119981,Intel Core i7,1000,256,Nvidia,Windows
Acer,2 in 1 Convertible,4,Chrome OS,1.25,379,TouchScreen,Yes,135.0942112,Other Intel Processor,0,0,Intel,Others/No OS/Linux
HP,Notebook,8,Windows 10,2.31,1124,NormalScreen,No,111.9352036,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,8,Windows 7,1.65,1465,NormalScreen,No,157.3505121,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,4,Windows 10,2.2,776,NormalScreen,No,141.2119981,Intel Core i5,1000,0,AMD,Windows
Fujitsu,Notebook,8,Windows 10,2.2,799,NormalScreen,No,100.4546699,Intel Core i5,0,256,Intel,Windows
HP,Notebook,4,Windows 7,1.88,932,NormalScreen,No,100.4546699,Intel Core i5,500,0,Intel,Windows
Lenovo,Notebook,8,Windows 10,2.2,899,NormalScreen,No,141.2119981,Intel Core i7,1000,0,Nvidia,Windows
Mediacom,Notebook,2,Windows 10,1.4,239,NormalScreen,No,157.3505121,Other Intel Processor,0,0,Intel,Windows
Lenovo,Notebook,4,No OS,2.2,468,NormalScreen,No,141.2119981,Intel Core i5,0,128,Intel,Others/No OS/Linux
Asus,2 in 1 Convertible,6,Windows 10,1.5,639.01,TouchScreen,No,165.6321181,Intel Core i5,1000,0,Intel,Windows
Dell,Notebook,8,Windows 10,2,1820,NormalScreen,No,141.2119981,Intel Core i7,0,256,Nvidia,Windows
Asus,Ultrabook,16,Windows 10,1.1,1900,NormalScreen,No,157.3505121,Intel Core i7,0,512,Intel,Windows
Dell,Gaming,16,Windows 10,2.62,1479,NormalScreen,No,141.2119981,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Notebook,4,Windows 10,1.8,829,NormalScreen,No,141.2119981,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,Windows 10,2.2,579,NormalScreen,No,141.2119981,Intel Core i3,1000,0,Nvidia,Windows
Asus,Notebook,8,Windows 10,2,399,NormalScreen,No,100.4546699,Other Intel Processor,1000,0,Intel,Windows
Asus,Notebook,8,Windows 10,1.99,906.62,NormalScreen,No,141.2119981,Intel Core i5,1000,0,Nvidia,Windows
Dell,Ultrabook,8,Windows 10,1.23,1869,TouchScreen,No,276.0535301,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,2,Windows 10,1.42,249,NormalScreen,No,111.9352036,Other Intel Processor,0,0,Intel,Windows
Lenovo,2 in 1 Convertible,8,Windows 10,1.37,1757.42,TouchScreen,Yes,165.6321181,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,16,Windows 10,2.06,2399,TouchScreen,No,282.4239962,Intel Core i7,0,1000,Nvidia,Windows
Lenovo,Gaming,8,Windows 10,2.5,1109,NormalScreen,Yes,141.2119981,Intel Core i7,1000,128,Nvidia,Windows
HP,Notebook,8,Windows 10,2.6,520.9,NormalScreen,No,107.9856456,AMD Processor,1000,0,AMD,Windows
Lenovo,Ultrabook,16,Windows 10,1.14,2450,NormalScreen,Yes,157.3505121,Intel Core i7,0,512,Intel,Windows
Asus,Gaming,8,No OS,2.5,1169,NormalScreen,Yes,141.2119981,Intel Core i7,1000,0,Nvidia,Others/No OS/Linux
Acer,Notebook,4,Windows 10,2.4,450,NormalScreen,No,100.4546699,Intel Core i3,500,0,Intel,Windows
Lenovo,Notebook,4,Windows 10,1.43,274,NormalScreen,No,111.9352036,Other Intel Processor,0,0,Intel,Windows
Acer,Ultrabook,8,Windows 10,1.8,919,NormalScreen,Yes,157.3505121,Intel Core i5,0,256,Intel,Windows
Razer,Gaming,16,Windows 10,1.95,2599,NormalScreen,No,157.3505121,Intel Core i7,0,256,Nvidia,Windows
Toshiba,Notebook,8,Windows 10,1.2,1213,NormalScreen,No,165.6321181,Intel Core i5,0,256,Intel,Windows
Lenovo,Ultrabook,8,Windows 10,1.36,1584,NormalScreen,Yes,176.2325736,Intel Core i7,0,256,Intel,Windows
Asus,Gaming,32,Windows 10,3.8,2799,NormalScreen,Yes,127.3356746,Intel Core i7,0,512,Nvidia,Windows
Acer,Gaming,8,Linux,2.4,709,NormalScreen,No,141.2119981,Intel Core i5,1000,0,Nvidia,Others/No OS/Linux
Dell,Ultrabook,8,Windows 10,1.2,1449.9,NormalScreen,No,165.6321181,Intel Core i5,0,256,Intel,Windows
MSI,Gaming,8,Windows 10,2.2,1191.8,NormalScreen,No,141.2119981,Intel Core i7,1000,128,Nvidia,Windows
HP,Notebook,4,No OS,1.86,364.9,NormalScreen,No,100.4546699,Intel Core i3,500,0,Intel,Others/No OS/Linux
Toshiba,Notebook,8,Windows 10,2,1064,NormalScreen,Yes,141.2119981,Intel Core i5,500,0,Intel,Windows
Dell,Notebook,8,Windows 10,2.2,919,NormalScreen,No,141.2119981,Intel Core i7,0,256,AMD,Windows
Dell,Notebook,16,Windows 10,2.2,1135,NormalScreen,No,141.2119981,Intel Core i7,2000,256,AMD,Windows
Lenovo,Gaming,8,Windows 10,3.31,1196,NormalScreen,Yes,141.2119981,Intel Core i7,1000,128,Nvidia,Windows
Dell,Gaming,32,Windows 10,4.42,3147.37,NormalScreen,Yes,254.6713491,Intel Core i7,1000,512,Nvidia,Windows
Dell,Notebook,8,Windows 10,1.56,1229,NormalScreen,No,157.3505121,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,Windows 10,2.2,419,NormalScreen,No,100.4546699,Other Intel Processor,500,0,Intel,Windows
Lenovo,Notebook,4,Windows 10,2.2,535,NormalScreen,No,141.2119981,Intel Core i5,500,0,Intel,Windows
HP,Notebook,6,Windows 10,2.04,539,NormalScreen,No,141.2119981,Intel Core i3,1000,0,AMD,Windows
MSI,Gaming,8,Windows 10,2.7,1486.77,NormalScreen,No,127.3356746,Intel Core i7,1000,128,Nvidia,Windows
Toshiba,Notebook,4,Windows 10,2.1,498,NormalScreen,No,100.4546699,Intel Core i3,0,128,Intel,Windows
Dell,Notebook,8,Windows 10,2.06,955,NormalScreen,No,141.2119981,Intel Core i5,1000,0,Intel,Windows
HP,Notebook,8,Windows 10,2.1,745,NormalScreen,No,141.2119981,Intel Core i7,1000,0,AMD,Windows
Toshiba,Notebook,8,Windows 10,2,1258,NormalScreen,Yes,141.2119981,Intel Core i5,0,256,Intel,Windows
Acer,Notebook,4,Linux,2.1,412,NormalScreen,No,100.4546699,Intel Core i3,0,128,Intel,Others/No OS/Linux
